USER_ID,ITEM_ID,EVENT_TYPE,EVENT_VALUE,TIMESTAMP
CUST_0037,Iced Brown Sugar Oatmilk Shaken Espresso,Rating,8,1756671911
CUST_0059,Iced Chai Tea Latte,Rating,5,1759263911
CUST_0200,Caramel Frappuccino,Rating,10,1750019111
CUST_0077,Mocha Frappuccino,Rating,8,1753734311
CUST_0038,Pumpkin Cream Cold Brew,Rating,9,1747599911
CUST_0071,Vanilla Bean Frappuccino,Rating,5,1746131111
CUST_0097,Cold Brew,Rating,10,1749673511
CUST_0085,Mango Dragonfruit Refresher,Rating,9,1753647911
CUST_0020,Java Chip Frappuccino,Rating,8,1753561511
CUST_0010,Espresso,Rating,8,1754771111
CUST_0155,Pink Drink,Rating,10,1745871911
CUST_0137,Nitro Cold Brew,Rating,5,1745353511
CUST_0115,Pink Drink,Rating,5,1759177511
CUST_0191,Caramel Frappuccino,Rating,5,1745958311
CUST_0004,Strawberry Açaí Refresher,Rating,6,1755548711
CUST_0193,Chai Tea Latte,Rating,10,1753043111
CUST_0028,Matcha Green Tea Latte,Rating,8,1746131111
CUST_0049,Pumpkin Spice Latte,Rating,9,1754857511
CUST_0166,Iced Pumpkin Spice Latte,Rating,10,1746822311
CUST_0148,Cold Brew,Rating,7,1753734311
CUST_0200,Vanilla Bean Frappuccino,Rating,6,1748204711
CUST_0124,Caffe Mocha,Rating,7,1747340711
CUST_0101,Matcha Green Tea Latte,Rating,10,1752438311
CUST_0059,Iced Matcha Latte,Rating,5,1745094311
CUST_0192,Caramel Frappuccino,Rating,6,1744489511
CUST_0156,Iced Chai Tea Latte,Rating,8,1745699111
CUST_0028,Mango Dragonfruit Refresher,Rating,7,1758745511
CUST_0065,Pink Drink,Rating,9,1759695911
CUST_0132,Mocha Frappuccino,Rating,6,1759868711
CUST_0188,Espresso,Rating,8,1746822311
CUST_0015,Pink Drink,Rating,8,1757881511
CUST_0190,Caffe Latte,Rating,6,1752783911
CUST_0072,Caffe Mocha,Rating,10,1746649511
CUST_0039,Chai Tea Latte,Rating,5,1756844711
CUST_0050,Caffe Mocha,Rating,10,1744921511
CUST_0002,Java Chip Frappuccino,Rating,5,1756758311
CUST_0169,Caffe Latte,Rating,8,1749068711
CUST_0196,Java Chip Frappuccino,Rating,8,1752697511
CUST_0102,Vanilla Bean Frappuccino,Rating,7,1757622311
CUST_0064,Iced Caffe Americano,Rating,8,1754079911
CUST_0078,Cold Brew,Rating,10,1759868711
CUST_0024,Pumpkin Cream Cold Brew,Rating,8,1751315111
CUST_0171,Iced Caffe Americano,Rating,5,1758572711
CUST_0163,Matcha Green Tea Latte,Rating,10,1750883111
CUST_0154,Pumpkin Cream Cold Brew,Rating,7,1748723111
CUST_0175,Nitro Cold Brew,Rating,5,1745871911
CUST_0190,Iced Matcha Latte,Rating,6,1758140711
CUST_0012,Iced Chai Tea Latte,Rating,5,1746908711
CUST_0009,Caffe Mocha,Rating,6,1752265511
CUST_0184,Pumpkin Spice Latte,Rating,5,1759436711
CUST_0120,Caffe Latte,Rating,9,1751747111
CUST_0001,Espresso,Rating,5,1747340711
CUST_0187,Pink Drink,Rating,10,1756758311
CUST_0057,Iced Pumpkin Spice Latte,Rating,5,1757363111
CUST_0128,Pumpkin Cream Cold Brew,Rating,7,1751747111
CUST_0140,Matcha Green Tea Latte,Rating,8,1758745511
CUST_0131,Paradise Drink,Rating,6,1747081511
CUST_0113,Paradise Drink,Rating,8,1745958311
CUST_0056,Mango Dragonfruit Refresher,Rating,7,1748118311
CUST_0199,Vanilla Bean Frappuccino,Rating,6,1748204711
CUST_0031,Caffe Latte,Rating,6,1756326311
CUST_0108,Caffe Latte,Rating,5,1755721511
CUST_0090,Cappuccino,Rating,6,1752351911
CUST_0194,Caramel Frappuccino,Rating,6,1754079911
CUST_0074,Java Chip Frappuccino,Rating,8,1757276711
CUST_0170,Pumpkin Cream Cold Brew,Rating,7,1756499111
CUST_0068,Caramel Frappuccino,Rating,8,1747167911
CUST_0006,Iced Pumpkin Spice Latte,Rating,7,1756153511
CUST_0155,Espresso,Rating,8,1751919911
CUST_0196,Matcha Green Tea Latte,Rating,7,1750278311
CUST_0121,Chai Tea Latte,Rating,7,1758227111
CUST_0064,Mango Dragonfruit Refresher,Rating,5,1757276711
CUST_0199,Mocha Frappuccino,Rating,5,1748809511
CUST_0173,Java Chip Frappuccino,Rating,9,1748809511
CUST_0184,Cold Brew,Rating,5,1752265511
CUST_0197,Nitro Cold Brew,Rating,7,1758399911
CUST_0111,Caffe Latte,Rating,7,1758399911
CUST_0077,Cappuccino,Rating,8,1755203111
CUST_0114,Cold Brew,Rating,9,1744835111
CUST_0142,Pumpkin Spice Latte,Rating,6,1746476711
CUST_0058,Pumpkin Cream Cold Brew,Rating,8,1748031911
CUST_0193,Iced Caffe Americano,Rating,7,1753820711
CUST_0158,Iced Brown Sugar Oatmilk Shaken Espresso,Rating,6,1758140711
CUST_0186,Caffe Mocha,Rating,10,1755980711
CUST_0047,Iced Pumpkin Spice Latte,Rating,7,1753647911
CUST_0091,Caffe Americano,Rating,8,1759955111
CUST_0004,Iced Caffe Americano,Rating,8,1757708711
CUST_0199,Pecan Crunch Oatmilk Latte,Rating,7,1750451111
CUST_0037,Espresso,Rating,8,1756671911
CUST_0041,Strawberry Açaí Refresher,Rating,10,1759955111
CUST_0177,Matcha Green Tea Latte,Rating,9,1758918311
CUST_0166,Java Chip Frappuccino,Rating,8,1756671911
CUST_0144,Pumpkin Cream Cold Brew,Rating,6,1752956711
CUST_0159,Caffe Mocha,Rating,8,1747081511
CUST_0024,Caramel Frappuccino,Rating,9,1752092711
CUST_0068,Nitro Cold Brew,Rating,7,1753907111
CUST_0128,Mocha Frappuccino,Rating,5,1744575911
CUST_0153,Nitro Cold Brew,Rating,6,1752351911
CUST_0067,Pumpkin Spice Latte,Rating,10,1758227111
CUST_0160,Caffe Americano,Rating,10,1747945511
CUST_0096,Caffe Latte,Rating,7,1744835111
CUST_0119,Iced Brown Sugar Oatmilk Shaken Espresso,Rating,5,1746390311
CUST_0052,Vanilla Bean Frappuccino,Rating,6,1754339111
CUST_0192,Cold Brew,Rating,5,1752524711
CUST_0154,Mango Dragonfruit Refresher,Rating,7,1751833511
CUST_0102,Pumpkin Spice Latte,Rating,10,1756239911
CUST_0025,Pumpkin Cream Cold Brew,Rating,9,1751660711
CUST_0031,Java Chip Frappuccino,Rating,8,1751833511
CUST_0170,Nitro Cold Brew,Rating,5,1757103911
CUST_0073,Caramel Frappuccino,Rating,7,1752351911
CUST_0134,Java Chip Frappuccino,Rating,10,1755980711
CUST_0077,Iced Chai Tea Latte,Rating,7,1755548711
CUST_0135,Iced Matcha Latte,Rating,8,1759263911
CUST_0153,Iced Caffe Americano,Rating,6,1750796711
CUST_0073,Caramel Frappuccino,Rating,9,1745353511
CUST_0120,Iced Pumpkin Spice Latte,Rating,8,1746649511
CUST_0088,Paradise Drink,Rating,7,1752956711
CUST_0065,Caramel Frappuccino,Rating,6,1751919911
CUST_0055,Matcha Green Tea Latte,Rating,8,1758227111
CUST_0079,Espresso,Rating,7,1751833511
CUST_0004,Iced Brown Sugar Oatmilk Shaken Espresso,Rating,10,1754771111
CUST_0121,Cappuccino,Rating,10,1744835111
CUST_0193,Cold Brew,Rating,8,1756239911
CUST_0176,Caffe Mocha,Rating,5,1753302311
CUST_0145,Caffe Latte,Rating,8,1753820711
CUST_0160,Strawberry Açaí Refresher,Rating,7,1759091111
CUST_0113,Pumpkin Spice Latte,Rating,9,1751142311
CUST_0161,Caffe Mocha,Rating,5,1754511911
CUST_0008,Mocha Frappuccino,Rating,5,1748636711
CUST_0069,Iced Chai Tea Latte,Rating,8,1758313511
CUST_0013,Iced Chai Tea Latte,Rating,6,1756758311
CUST_0134,Nitro Cold Brew,Rating,6,1751142311
CUST_0080,Cappuccino,Rating,10,1747772711
CUST_0141,Caffe Latte,Rating,6,1751919911
CUST_0163,Flat White,Rating,6,1753907111
CUST_0148,Cold Brew,Rating,9,1759091111
CUST_0108,Caramel Frappuccino,Rating,7,1756931111
CUST_0134,Pumpkin Cream Cold Brew,Rating,8,1756585511
CUST_0198,Matcha Green Tea Latte,Rating,7,1745871911
CUST_0147,Cappuccino,Rating,6,1745785511
CUST_0125,Iced Brown Sugar Oatmilk Shaken Espresso,Rating,10,1744748711
CUST_0038,Iced Chai Tea Latte,Rating,7,1755721511
CUST_0029,Strawberry Açaí Refresher,Rating,5,1753647911
CUST_0160,Cappuccino,Rating,6,1748291111
CUST_0056,Pink Drink,Rating,8,1751142311
CUST_0165,Caffe Mocha,Rating,8,1755635111
CUST_0190,Cold Brew,Rating,10,1759868711
CUST_0101,Flat White,Rating,8,1744835111
CUST_0064,Caffe Latte,Rating,6,1758745511
CUST_0100,Caramel Frappuccino,Rating,9,1757363111
CUST_0003,Caramel Frappuccino,Rating,6,1752351911
CUST_0168,Iced Brown Sugar Oatmilk Shaken Espresso,Rating,5,1758313511
CUST_0099,Pink Drink,Rating,5,1750969511
CUST_0073,Pecan Crunch Oatmilk Latte,Rating,6,1749068711
CUST_0120,Iced Chai Tea Latte,Rating,7,1746390311
CUST_0022,Pumpkin Spice Latte,Rating,6,1752870311
CUST_0151,Cold Brew,Rating,8,1750191911
CUST_0093,Strawberry Açaí Refresher,Rating,9,1754166311
CUST_0129,Iced Matcha Latte,Rating,9,1752783911
CUST_0191,Cold Brew,Rating,10,1756844711
CUST_0054,Cold Brew,Rating,9,1746649511
CUST_0062,Espresso,Rating,10,1745439911
CUST_0070,Flat White,Rating,9,1757363111
CUST_0082,Mocha Frappuccino,Rating,9,1744403111
CUST_0059,Strawberry Açaí Refresher,Rating,9,1755462311
CUST_0138,Pumpkin Spice Latte,Rating,9,1755289511
CUST_0054,Mocha Frappuccino,Rating,6,1748723111
CUST_0081,Paradise Drink,Rating,7,1752179111
CUST_0135,Strawberry Açaí Refresher,Rating,10,1756844711
CUST_0154,Espresso,Rating,6,1746649511
CUST_0003,Caffe Americano,Rating,5,1749673511
CUST_0195,Nitro Cold Brew,Rating,10,1746908711
CUST_0034,Caffe Americano,Rating,5,1745180711
CUST_0104,Nitro Cold Brew,Rating,7,1758831911
CUST_0106,Caffe Americano,Rating,6,1755375911
CUST_0047,Mocha Frappuccino,Rating,6,1748809511
CUST_0065,Pumpkin Spice Latte,Rating,9,1754511911
CUST_0151,Iced Chai Tea Latte,Rating,9,1757103911
CUST_0187,Pink Drink,Rating,5,1753388711
CUST_0173,Cappuccino,Rating,5,1747513511
CUST_0002,Caffe Latte,Rating,6,1751142311
CUST_0025,Iced Chai Tea Latte,Rating,9,1758399911
CUST_0001,Pumpkin Cream Cold Brew,Rating,7,1754252711
CUST_0130,Vanilla Bean Frappuccino,Rating,5,1745612711
CUST_0116,Iced Caffe Americano,Rating,6,1757535911
CUST_0108,Iced Caffe Americano,Rating,7,1755289511
CUST_0167,Caramel Frappuccino,Rating,9,1746390311
CUST_0113,Iced Brown Sugar Oatmilk Shaken Espresso,Rating,8,1755289511
CUST_0091,Cold Brew,Rating,5,1748204711
CUST_0110,Flat White,Rating,6,1759868711
CUST_0120,Iced Chai Tea Latte,Rating,10,1759868711
CUST_0009,Chai Tea Latte,Rating,6,1755548711
CUST_0127,Pink Drink,Rating,10,1755203111
CUST_0084,Iced Caffe Americano,Rating,6,1756067111
CUST_0054,Vanilla Bean Frappuccino,Rating,8,1757276711
CUST_0066,Vanilla Bean Frappuccino,Rating,7,1755548711
CUST_0135,Mango Dragonfruit Refresher,Rating,7,1756931111
CUST_0080,Mango Dragonfruit Refresher,Rating,6,1759177511
CUST_0062,Matcha Green Tea Latte,Rating,7,1759350311
CUST_0165,Nitro Cold Brew,Rating,10,1751919911
CUST_0087,Vanilla Bean Frappuccino,Rating,10,1753907111
CUST_0090,Iced Caffe Americano,Rating,5,1755980711
CUST_0174,Mango Dragonfruit Refresher,Rating,5,1745180711
CUST_0192,Iced Chai Tea Latte,Rating,7,1759609511
CUST_0173,Matcha Green Tea Latte,Rating,6,1749327911
CUST_0196,Iced Brown Sugar Oatmilk Shaken Espresso,Rating,7,1758227111
CUST_0038,Iced Brown Sugar Oatmilk Shaken Espresso,Rating,6,1752524711
CUST_0142,Pumpkin Cream Cold Brew,Rating,6,1753215911
CUST_0068,Iced Matcha Latte,Rating,8,1757622311
CUST_0195,Espresso,Rating,9,1757795111
CUST_0074,Vanilla Bean Frappuccino,Rating,10,1750623911
CUST_0090,Java Chip Frappuccino,Rating,8,1747686311
CUST_0094,Caffe Latte,Rating,5,1749673511
CUST_0101,Matcha Green Tea Latte,Rating,10,1755980711
CUST_0098,Nitro Cold Brew,Rating,9,1753388711
CUST_0014,Nitro Cold Brew,Rating,8,1747772711
CUST_0167,Caramel Frappuccino,Rating,7,1750623911
CUST_0002,Cappuccino,Rating,5,1745612711
CUST_0025,Iced Brown Sugar Oatmilk Shaken Espresso,Rating,6,1755375911
CUST_0024,Espresso,Rating,5,1757535911
CUST_0014,Flat White,Rating,7,1749846311
CUST_0154,Caffe Americano,Rating,9,1754857511
CUST_0075,Pink Drink,Rating,9,1748291111
CUST_0177,Iced Matcha Latte,Rating,10,1759955111
CUST_0184,Pumpkin Spice Latte,Rating,10,1748809511
CUST_0142,Nitro Cold Brew,Rating,7,1746563111
CUST_0018,Caramel Frappuccino,Rating,5,1745871911
CUST_0094,Paradise Drink,Rating,8,1748031911
CUST_0119,Pumpkin Spice Latte,Rating,9,1753302311
CUST_0027,Cold Brew,Rating,7,1757967911
CUST_0001,Caffe Latte,Rating,9,1749932711
CUST_0099,Cappuccino,Rating,6,1758399911
CUST_0065,Pink Drink,Rating,9,1755030311
CUST_0009,Pink Drink,Rating,5,1757449511
CUST_0063,Espresso,Rating,6,1755721511
CUST_0195,Caffe Mocha,Rating,9,1748636711
CUST_0097,Flat White,Rating,6,1749327911
CUST_0068,Pecan Crunch Oatmilk Latte,Rating,6,1748636711
CUST_0199,Caffe Latte,Rating,9,1745439911
CUST_0017,Caramel Frappuccino,Rating,5,1754252711
CUST_0053,Mango Dragonfruit Refresher,Rating,5,1745094311
CUST_0116,Strawberry Açaí Refresher,Rating,8,1754079911
CUST_0072,Strawberry Açaí Refresher,Rating,6,1754943911
CUST_0082,Pumpkin Cream Cold Brew,Rating,5,1756412711
CUST_0101,Pumpkin Cream Cold Brew,Rating,8,1750623911
CUST_0089,Vanilla Bean Frappuccino,Rating,6,1749155111
CUST_0169,Vanilla Bean Frappuccino,Rating,8,1753907111
CUST_0135,Mango Dragonfruit Refresher,Rating,7,1755635111
CUST_0031,Nitro Cold Brew,Rating,5,1756499111
CUST_0007,Cold Brew,Rating,10,1749414311
CUST_0178,Pumpkin Spice Latte,Rating,10,1750883111
CUST_0015,Cold Brew,Rating,7,1752438311
CUST_0115,Matcha Green Tea Latte,Rating,7,1745526311
CUST_0030,Iced Pumpkin Spice Latte,Rating,6,1755807911
CUST_0014,Iced Chai Tea Latte,Rating,6,1755203111
CUST_0100,Caffe Americano,Rating,7,1746995111
CUST_0073,Iced Pumpkin Spice Latte,Rating,8,1750019111
CUST_0164,Mango Dragonfruit Refresher,Rating,9,1757276711
CUST_0027,Pink Drink,Rating,10,1757535911
CUST_0141,Iced Matcha Latte,Rating,5,1746908711
CUST_0056,Java Chip Frappuccino,Rating,7,1753475111
CUST_0126,Caffe Latte,Rating,9,1745871911
CUST_0040,Paradise Drink,Rating,7,1753561511
CUST_0076,Mango Dragonfruit Refresher,Rating,6,1748031911
CUST_0142,Java Chip Frappuccino,Rating,5,1745612711
CUST_0128,Matcha Green Tea Latte,Rating,5,1757276711
CUST_0185,Caffe Mocha,Rating,8,1753475111
CUST_0069,Flat White,Rating,8,1751055911
CUST_0042,Mango Dragonfruit Refresher,Rating,6,1748031911
CUST_0185,Caramel Frappuccino,Rating,5,1747081511
CUST_0185,Espresso,Rating,6,1747081511
CUST_0172,Mocha Frappuccino,Rating,7,1746908711
CUST_0137,Caffe Latte,Rating,9,1750796711
CUST_0032,Cold Brew,Rating,6,1757967911
CUST_0055,Flat White,Rating,7,1759609511
CUST_0195,Pink Drink,Rating,8,1758918311
CUST_0088,Vanilla Bean Frappuccino,Rating,8,1755289511
CUST_0156,Pumpkin Cream Cold Brew,Rating,9,1745007911
CUST_0142,Flat White,Rating,5,1752092711
CUST_0047,Iced Caffe Americano,Rating,8,1751315111
CUST_0083,Java Chip Frappuccino,Rating,9,1751487911
CUST_0164,Java Chip Frappuccino,Rating,10,1753993511
CUST_0015,Pecan Crunch Oatmilk Latte,Rating,10,1752351911
CUST_0165,Paradise Drink,Rating,5,1752870311
CUST_0167,Strawberry Açaí Refresher,Rating,10,1749759911
CUST_0152,Iced Caffe Americano,Rating,10,1749068711
CUST_0198,Iced Matcha Latte,Rating,5,1747772711
CUST_0035,Caffe Americano,Rating,8,1744403111
CUST_0183,Caramel Frappuccino,Rating,6,1745871911
CUST_0116,Pecan Crunch Oatmilk Latte,Rating,10,1757190311
CUST_0146,Flat White,Rating,9,1748463911
CUST_0101,Espresso,Rating,9,1749068711
CUST_0073,Cappuccino,Rating,6,1751228711
CUST_0135,Caffe Latte,Rating,9,1751747111
CUST_0026,Paradise Drink,Rating,9,1745958311
CUST_0025,Matcha Green Tea Latte,Rating,6,1746217511
